name,id,group,size,node_name
lat,1905,16,1,flat
lă,1906,46,1,"to bring up from throat or spit out of mouth as bad tasting medicine, seeds"
lăm,1907,1,1,in inside
lăm pêng,1908,7,1,third grade
lăn,1909,29,1,to keep quiet
lăng,1910,1,1,to look at
lănh,1911,29,1,"to be quiet, not argue "
lăp,1912,37,1,"to fit, be equal to "
lăp don,1913,20,1,"to like, want"
lei,1914,2,1,"then, therefore ( then in a logical sense not time) "
lei-laǐ,1915,4,1,the same
lek,1916,4,1,"profit, value  "
"lek, lek sơnĕnh",1917,8,1,to show teeth
pơlek sơnĕnh,1918,8,1,to show teeth
lem,1919,18,1,"to hem a garment, blanket"
len,1920,1,1,rehash over and over
leng gong,1921,31,1,early in the morning around two or three o'clock
lep,1922,5,1,grasshopper
ler,1923,3,1,cricket
lĕ,1924,27,1,final particle expressing emphasis (possibly not too polite)
lĕch,1925,10,1,to go out
lĕm,1926,29,1,"to keep quiet, stop talking (feeling of shame as well)"
"lêh, năr lêh",1927,4,1,holiday
lêl,1928,27,1,"to be worried, afraid "
bơngai lêl,1929,27,1,coward
"lêng ê, ưh kơ lêng ê",1930,8,1,"not watching out for, not on toes "
lễ,1931,11,1,let
lễ inh năm,1932,2,1,let me go (and see about it)
lễ đĕch,1933,10,1,"leave it, don't do anything about it "
liĕl,1934,36,1,to stick out tongue
liĕm,1935,14,1,"good, healthy, well, good-looking"
"liĕng, 'ba liĕng",1936,23,1,rice that has its full grain
lin,1937,6,1,gums
ling,1938,4,1,"completely of one kind, unmixed"
ling-lang,1939,0,1,always
līnh,1940,1,1,"soldier, army "
liơh,1941,46,1,"to taste, lick"
loi,1942,1,1,more than
rai loi,1943,20,1,to become more and more
lon,1944,48,1,"intermittent, sick one day and not the next "
choh lon,1945,11,1,to leave off hoeing one field and go to another
"long, pơlong",1946,0,1,"to test, try"
"long, mit long ",1947,15,1,type of hard jackfruit
lŏk,1948,19,1,running water from rain
lŏng,1949,24,1,"to shed skin, to skin"
lôch,1950,2,1,to die
lôh,1951,0,1,oh!
lôk-đôk,1952,28,1,"to sway back and forth, see-saw, go up and down "
lôk-sơlôk,1953,25,1,"to become bigger and as dirt in front of plow, waves piling up "
lôm,1954,37,1,to roll up
lơ,1955,4,1,"many, much"
lơ-lap lơ-lang,1956,19,1,intensive of lơ
lơ-leng lơ-lang,1957,19,1,intensive of lơ
lơi,1958,20,1,"profit, gain"
lơleh,1959,0,1,nobody there
chang lơleh kơ'bôh,1960,2,1,waited but nobody came
lơlei,1961,8,1,like that
lơliơ,1962,8,1,"why, how, how come"
lơlŏu,1963,7,1,like this
lơlôr,1964,13,1,to bend down and go through a hole
lơlŭ,1965,13,1,to rub against something
lơlŭt,1966,34,1,to press through a crowd
lơng,1967,40,1,black insect that eats leaves and is edible
lỡk,1968,37,1,to unroll
lỡk sơkok,1969,18,1,to unroll a mat
lỡm,1970,1,1,"in, inside"
lỡn,1971,6,1,clay
lỡng,1972,3,1,a cow or carabao that can have no offspring
lỡp,1973,24,1,flood this word to water covering something
lu,1974,4,1,pluralizer
lu-la,1975,5,1,cockroach
"luăn, luŏn",1976,46,1,to swallow
"luh, luh lăng",1977,10,1,"to go quickly, to look at"
lui,1978,2,1,to believe
lŭk-lum,1979,32,1,to cover head with blanket
"lung, pơlung",1980,12,1,"to comfort, console, encourage, beg for "
"lŭ, lŭ sa",1981,46,1,to have appetite for
lŭch,1982,2,1,"the worst, to be at the end "
rai lŭch,1983,41,1,to become worse
lŭk-lŭnh,1984,35,1,to describe something turning over and over as log box pencil
lŭn,1985,11,1,to be able to fit in
kơ lŭn,1986,1,1,to not able to fit in
"lŭng, bơngai lŭng",1987,12,1,to always miss target when hunting
lŭt,1988,13,1,to force into a tight place
lưk-dưk,1989,45,1,the stagger of sick animal because one or more of its feet are lame
"""lal",1990,25,1,flute
"""lao",1991,15,1,type of bamboo that has thin outside
"""leh",1992,21,1,of trap to spring
"""lĕp-'lĕp",1993,32,1,to describe the waving of a flag falling paper
"""lêng-kơ'lêng",1994,45,1,to describe a bird gliding with large wings
"""lêp-'lêp",1995,45,1,descriptive of flapping wings of large bird
"""long ",1996,7,1,"tree, log"
"""lŏ",1997,20,1,to grow up (people only)
"""lŏ boih",1998,0,1,mature already (in size)
bơngai 'lŏ,1999,9,1,young people
"""lơ'lĕp-'lơ'lônh-mônh",2000,45,1,to describe the flapping of the wings of many birds
lơ'lŏ,2001,0,1,really in truth
lơ'lữ,2002,42,1,"waving of baby arms, bird's wings to beg for food, to be held"
ma,2003,9,1,younger brother of father or mother
ma lai,2004,46,1,person who is alleged to eat people
mah,2005,0,1,enough
"mai, mŏ mai",2006,9,1,daughter-in-law
maih,2007,4,1,gold
mak klĕng,2008,5,1,white in animal forehead
"mak, pơyan puih mak",2009,19,1,hot dry season
mam,2010,6,1,"metal, iron, steel "
mam chih,2011,7,1,pen
man,2012,38,1,to shape form with mud cement to build with these materials
mao,2013,29,1,to mourn for dead
mă,2014,9,1,a linking word sometimes similar in use to a relative pronoun in English but it also may link two verbs
pơm mă đunh,2015,31,1,do it for a long time
mă lei,2016,1,1,but
mă tha,2017,0,1,even though
măk ai,2018,8,1,"responsibility, blame, fault "
măng,2019,31,1,night
măng-mei,2020,7,1,firefly
măng-mĕng,2021,5,1,small moth
măr,2022,9,1,to be wild
măt,2023,7,1,eye
"măt, măt dêh",2024,4,1,expensive
măt-meng,2025,26,1,moth
me-mo,2026,25,1,straw whistle
meo,2027,3,1,cat
mĕ,2028,4,1,mother
mĕng mĕng,2029,12,1,"to miss someone and think about them continually, to wait expectantly for"
mêu,2030,45,1,mask to scare people
mi,2031,11,1,in-laws
Mi,2032,1,1,American
mih,2033,9,1,father's or mother's elder brother
ming,2034,8,1,"to fix, in some dialects to place, change position of"
ming yang,2035,46,1,"to placate the spirits, term used when sacrifices are made "
mir,2036,23,1,rice field (usually wet rice)
mit,2037,7,1,jackfruit
mǐl,2038,12,1,"to hate, have bad attitude toward, be angry with "
mǐm,2039,14,1,wild carabao
mǐnh,2040,1,1,one
mlaǐ,2041,35,1,firecracker
mlông,2042,25,1,large circular things
tông mlông,2043,35,1,balloon
moih,2044,5,1,mosquito
mok,2045,43,1,to eat grain-like objects by letting them roll into mouth from hand
"mol, lôch mol",2046,29,1,"to faint, be in coma "
mon,2047,3,1,"nephew, niece "
mong,2048,47,1,"to hold, to contain "
mot,2049,46,1,"to fast, go without eating"
"mot, klak mot",2050,30,1,part of digestive system of cow or carabao
mŏ,2051,9,1,"daughter-in-law, vocative for daughter"
mŏk,2052,23,1,"rice that is nearly ripe that is picked, roasted, pounded and eaten"
mŏm,2053,10,1,to suck
sŏk mŏm,2054,35,1,moustache
"mŏng, mŏng chêng",2055,3,1,the smallest gong of the chêng set of gongs
môch,2056,36,1,"to submerge oneself in, dive in water "
mônh,2057,4,1,one (used when counting in a series without classifiers)
mơdơr,2058,46,1,"to not be able to eat thing because dish is dirty, feel nauseated"
mơgrǐ,2059,41,1,to be dirty
mơh,2060,23,1,cooked rice
mơhơl,2061,49,1,to be irritated as when hearing a grating noise
moi,2062,14,1,to invite contracted form of ten watermelon mean easily
mơkuei,2063,5,1,lizard like iguana
mol,2064,27,1,afraid to look at
mơlak-mơlônh,2065,2,1,many people doing different things
"mơlĕch, đak mơlĕch",2066,35,1,spring where you can see water coming out
mơlôh,2067,14,1,of rice to be almost gone
mơlŏu,2068,27,1,"shy, bashful, ashamed"
mơlueng,2069,29,1,"to describe drunken people talking, not being able to talk straight"
mơlueng-mơluônh-mônh,2070,3,1,"emphatic, pluralized form of mơlueng"
mơmai,2071,3,1,elder sister
mơmĕng,2072,2,1,to be concerned about
mơmil,2073,12,1,to be angry
mơmŏ,2074,8,1,to crawl
mơmŏng,2075,32,1,to describe big stomach from one eating a lot; to describe rounded front of car
mơmơnh,2076,12,1,"to grumble, complain, mumble"
mơmreh,2077,2,1,"to worry, be concerned about"
mơmŭng,2078,24,1,a boil at the stage of almost breaking
mơn,2079,36,1,"to feel a touch, a bite"
mơnat,2080,2,1,"pity, feel sorry for"
mơnă mơnuih,2081,9,1,people
mơni,2082,9,1,even though (archaic word)
mă mơni mơna,2083,9,1,even though (archaic word)
mơ'nah,2084,21,1,"a portion; some (do this), some (do that) "
mơng,2085,9,1,person who is very strong and rich
mơngưt-mơngat,2086,29,1,describes drunk person walking
monhal,2087,39,1,"very bright light or sunshine, bright reflection"
mơsêh,2088,8,1,to have supernatural magic
mosêh mơyang,2089,26,1,emphatic of mơsêh
"mơsǐ, 'nhĕt mơsǐ",2090,15,1,type of grass that grows in the water
mơti,2091,3,1,orphan
mơyang,2092,9,1,to have supernatural powers
mỡn,2093,1,1,also
mỡng,2094,29,1,"to listen to, to feel tired "
gô mỡng kơ ih,2095,2,1,it's up to you
"mu, măng mu",2096,31,1,to be very dark
muh,2097,26,1,nose
muh măt,2098,7,1,face
muih,2099,21,1,"to clear bush, jungle to make a field"
mum,2100,16,1,corner
muơ,2101,7,1,termite
mut,2102,17,1,hammer
mŭi,2103,23,1,broken of rice grain
mŭk,2104,20,1,possessions
mŭl,2105,17,1,the corner posts of an individual graveyard
mŭn,2106,35,1,pimple
mưh,2107,0,1,if when
mưk,2108,27,1,to speak in one's sleep
"ma, gah 'ma",2109,16,1,right side
‘mach,2110,3,1,chicken lice
‘maih,2111,20,1,"to want, desire"
‘mă,2112,13,1,to hang on to; climbing or hanging on to tree with arms around tree
‘măn,2113,37,1,"to place, put"
‘măng,2114,7,1,door opening
‘bar măng,2115,1,1,twice two times
‘măng tăm,2116,0,1,immediately
‘me,2117,20,1,"to feed, support"
‘meh,2118,20,1,"to want, desire "
mêm,2119,22,1,"to value and so in some contexts, to love"
"mêu, 'mê chơ'mêu",2120,26,1,to designate evil-looking face of tiger
mễ,2121,48,1,"bad, dirty, smelly"
mễ-'mach,2122,31,1,intensive of 'mễ
‘mi,2123,19,1,to rain
‘mih,2124,9,1,2nd person dual
‘mlaih,2125,41,1,to feel sad as when something valuable is lost
‘mong,2126,11,1,to pay back debt
monh,2127,33,1,rope twisted together as opposed to being braided
"mŏk, 'măng' mŏk",2128,16,1,window
‘mŏm,2129,36,1,to close mouth on
‘môch,2130,5,1,type of ant
mơ'mrơk,2131,44,1,easy tickling sensation
‘mơn,2132,11,1,to reach for
‘mơng,2133,12,1,to not want to talk
‘mur,2134,2,1,"to hide, conceal"
‘mơǐ,2135,11,1,to do first
na,2136,1,1,"then, so, now, therefore "
"na, mir na ",2137,23,1,rice fields with water
nai,2138,4,1,"different, other "
nak,2139,17,1,cliff
nar,2140,37,1,chain
se nar,2141,6,1,tank
năm,2142,11,1,to go
năng,2143,1,1,to look at
năr,2144,0,1,day
ne,2145,7,1,final particle
nĕ,2146,2,1,"negative imperative, don't"
ni,2147,26,1,final particle indicating emphasis
ning-mônh,2148,0,1,the future in the future
ning nai kai ning mônh kơnh,2149,3,1,emphatic form of ninh mônh
no,2150,9,1,"""There, told you so!"" ""There, see!"""
noh,2151,1,1,that there
nŏng,2152,2,1,to be diligent do at the best of one's ability
nô,2153,25,1,oval-shaped
nôt,2154,21,1,basket with small neck
nỗ,2155,11,1,to go
nơ,2156,7,1,final particle--huh?
nơh,2157,4,1,no definition given
nơnăm,2158,10,1,to walk
nơnoh,2159,8,1,like that
nơnǐng,2160,18,1,hard to lift
nỡn,2161,25,1,one-bite-sized
nỡr,2162,3,1,language word
"nu, 'nu nu ",2163,8,1,reduplicative form with 'nu 'this' indicating emphasis
"nuih, plei nuih",2164,8,1,heart (the physical organ)
bơngai nuih,2165,27,1,a brave person
naǐ,2166,1,1,also
nao,2167,0,1,"new, recent, just performed "
nă hal,2168,2,1,to be happy
nă-'nap,2169,2,1,to be happy
năk,2170,42,1,trap that spears animals
nel-'nơ'nel,2171,0,1,"to be enthusiastic, never tiring"
nei,2172,12,1,that
nĕk-'nŏk,2173,2,1,hiccough
nĕl-'nơ'nĕl,2174,1,1,something trying to get away but unable to
nǐt-'nǐt,2175,24,1,"to grow steadily, grow quickly"
"nŏu, 'nâu",2176,26,1,this
nơ'nih,2177,1,1,to squirm always be on the go never still
nôm,2178,2,1,to urinate
klak 'nôm,2179,47,1,bladder
nỡm,2180,14,1,of a hen to set
nu,2181,3,1,classifier for people
bar 'nu bơngai,2182,3,1,two people
nŭr,2183,18,1,to wrap up
ngach,2184,46,1,of food to be cold
ngah,2185,16,1,of hoe to have too wide of an angle
ngang,2186,0,1,"only, completely"
ngar,2187,6,1,charcoal
ngăl,2188,0,1,"only, completely, every"
ngăn,2189,29,1,to keep quiet
ngăp-ngăp,2190,41,1,to be very severe with
ngăp-ngơngăp,2191,9,1,someone
nge,2192,8,1,baby
ngei-ngei,2193,31,1,"truly, really, intensive"
ngeng,2194,22,1,to obey
nger,2195,28,1,"to peek, to put head down"
ngĕng,2196,19,1,small red pepper that is very hot
ngêh,2197,27,1,"to suppose, think, think mistakenly"
ngêng-jơngêng,2198,3,1,to designate a long tell tree or log
ngễ,2199,10,1,to do before doing something else
ngễ kơ kiơ,2200,2,1,why wait? Why?
ngoi,2201,1,1,to look up
ngok,2202,41,1,to drink continually without a break
ngong,2203,3,1,goose
ngor,2204,44,1,to describe metallic substance that has been worn away
ngôi,2205,10,1,"to play, relax "
chă ngôi,2206,10,1,to go out somewhere for enjoyment
ngơk,2207,28,1,to put head back
ngơnh,2208,2,1,"to praise, be amazed at"
ngơngei,2209,31,1,"truly, really, intensive"
ngỡr,2210,10,1,"to cause, trouble, destroy"
ngua,2211,22,1,to obey
nguan,2212,42,1,"tame, gentle"
ngŭi,2213,39,1,"very ripe, having reddish color"
ngưih,2214,23,1,to eat off from something e.g. corn cob
ngưp-ngưp,2215,27,1,"to be very kind, soft-spoken, well-mannered"
ngaih,2216,7,1,outside
ngam,2217,14,1,sweet
ngang-kơ'ngang,2218,12,1,to smirk
ngêl-'ngêl,2219,16,1,to describe shaking of head
"ngiĕo, gah 'ngiĕo",2220,26,1,left side
"ngôch, yuă 'ngôch",2221,28,1,to cut hair very close to head
ngơn,2222,34,1,to peer up over to strain; to see by raising head
ngơ'ngĕl,2223,36,1,to shake head as a child does
ngơ'ngêl,2224,45,1,to shake head--of adults and large animals
ngơ'ngot,2225,21,1,of trees to rub on each other
nguaih,2226,34,1,outside
ngueng,2227,14,1,to sit quietly
nguênh,2228,48,1,to stir when sleeping
nguơng,2229,10,1,to not work to play have pleasure
ngưl-tơ'ngưl,2230,19,1,to gradually appear from the water
nhah,2231,34,1,to hit to do forcefully
"nhah, brih nhah",2232,11,1,to pass by
nham,2233,14,1,delicious
nhap,2234,26,1,"corpse, used before names of people who have died, as to whether honorific or what"
nhă,2235,46,1,to drink
nhem,2236,9,1,to look at self to see if beautiful
nhen,2237,8,1,like as
nhet,2238,40,1,type of very small freshwater fish
nhĕch,2239,28,1,to dodge to the side
nhên,2240,0,1,clearly
nhi,2241,9,1,1st person dual exclusive pronoun
nhĭl-nhĭl,2242,28,1,waving back and forth of a light
nhĭn-nhŭn,2243,3,1,hammock
nhĭnh,2244,2,1,to meet suddenly
nhĭp,2245,31,1,of sun to be gone down light out and so dark
nhong,2246,16,1,stem of pipe
nhôn,2247,9,1,1st person plural exclusive pronoun
nhơk,2248,31,1,to shine a light
nhơng,2249,39,1,white spot in iris which indicates blindness
nhơnhah,2250,32,1,"to hit suddenly, slug"
nhơnhĕk,2251,22,1,"to be keen to do something, be eager"
nhơnhĕn,2252,18,1,to be nearly cut through
nhơnhĕn-nhơnhônh-mônh,2253,19,1,intensive of nhơnhĕn
nhơnhuei,2254,19,1,very deep
"nhơnhuh, nhơnhuh-nhơnhah",2255,29,1,to be fearful of something sharp
nhơnhŭnh,2256,7,1,the middle of the sea
nhỡk,2257,40,1,octopus or possibly some imaginary animal that grabs people in water
nhŭng,2258,3,1,pig
nhŭp,2259,18,1,to dive completely under water
nhŭr,2260,41,1,to warm oneself by the fire
nhưm,2261,19,1,to dye
‘nhao,2262,24,1,to wash face
nhek,2263,0,1,soot
nhĕk-'nhĕk,2264,31,1,to hear only a little about
nhĕm,2265,30,1,meat
nhĕng,2266,11,1,to covet
nhĕr-'nhĕr,2267,44,1,to twitch eyelid
nhĕt,2268,15,1,"grass, weeds"
"nhễ, bơngai 'nhễ",2269,8,1,crybaby
nhik,2270,1,1,hoe
nhik hơdrỡng,2271,33,1,hoe with straight blade
nhoi,2272,29,1,grape-type fruit that grows on tall trees
nhot,2273,30,1,vegetables
nhŏ,2274,30,1,not even
nhŏng,2275,0,1,older brother
nhơ'nhỡp-'nhỡ'nhăp,2276,4,1,"dirty, muddy place"
nhrong,2277,38,1,a long piece of cut bamboo
nhui,2278,39,1,smoke
nhut,2279,36,1,"to feel a pull, a drop "
nhŭ,2280,14,1,sour
nhưp,2281,29,1,of eyes to keep closing when sleepy
oaih,2282,27,1,expression of grief disappointment
oay,2283,27,1,expression of grief disappointment
och,2284,37,1,to become smaller
oei,2285,10,1,"to be at, sit, continue "
oĕt-oĕt,2286,32,1,"wag of tail, disobedient"
oh,2287,3,1,younger sibling
ok,2288,5,1,worm
om,2289,12,1,to lay around because angry
ong,2290,3,1,bumblebee
ot,2291,37,1,to saw
ŏ,2292,5,1,the crow of a rooster
ŏm,2293,0,1,happy
ŏng,2294,9,1,son-in-law
"ŏu, âu",2295,1,1,here this
ô,2296,0,1,oh!
ôh,2297,19,1,"intensive, often used with negative "
"ôi, plei ôi",2298,3,1,guava
ôm,2299,48,1,to be rotten stink
ôn,2300,8,1,to hide something
ôp,2301,47,1,"to wash hands, dishes "
ơ,2302,9,1,pre-noun vocative
ơi,2303,9,1,vocative post-noun
ơ-ŭr ơ-ăr,2304,49,1,the noise of many vehicles
ơh,2305,27,1,"grieved, sad, angry "
ơĭ,2306,12,1,to have
ỡ,2307,24,1,to burp
ỡ-uh,2308,41,1,"to feel with, to palpate "
ỡr-yỡr,2309,49,1,to describe loud noise
ỡt,2310,36,1,"to hold breath, to fast"
pah,2311,37,1,to split
pah to,2312,16,1,on the other side of the river
pai,2313,47,1,to cook
"paih, hla paih",2314,19,1,dry leaves
paĭ,2315,24,1,to run through hair to wash it or dry it
pak,2316,12,1,something to do with one person answering another
pam,2317,15,1,small conical fish trap
pang,2318,17,1,the hand in the abstract sense
jang 'bar pang,2319,11,1,to work two jobs
pao,2320,9,1,to say the name of another person
pap,2321,41,1,to say something over and over often becoming a habit
"pap, 'bỡr pap",2322,49,1,of a dying person mouth to move gasping for breath
pat,2323,37,1,to sharpen
pă,2324,0,1,"no more, no longer"
păk jăl,2325,36,1,to choke as a baby does
păk-kê,2326,3,1,gecko
păn,2327,41,1,"to rest, to recuperate, to be sick in bed"
păng,2328,1,1,"and, with "
păr,2329,8,1,to fly
păt,2330,10,1,of fire to be put out
pe,2331,10,1,to want to sit by the fire all the time
peh,2332,23,1,to pound rice
pek,2333,49,1,description of running ears and inability to hear
pel,2334,36,1,"to touch, feel "
"pel lăng, pel năng",2335,9,1,interjection
pet,2336,34,1,to pinch someone
pĕch,2337,18,1,to cut small wood bamboo in two
pĕnh,2338,38,1,to stretch out cotton to make thread
pê;,2339,35,1,the sound made by the small gong
pêl,2340,33,1,wood cut off straight
pêng,2341,4,1,three
pha,2342,7,1,"different, strange "
pha ra,2343,4,1,different
phai,2344,1,1,must
phak,2345,10,1,"to arrest, put in jail "
hnma phak,2346,1,1,jail
pham,2347,7,1,blood
phang,2348,24,1,to roast on spit
pơyang phang,2349,19,1,hot dry season
phanh,2350,28,1,of crossbow to go off by itself
phao,2351,17,1,"gun, cannon "
phat,2352,15,1,type of bamboo
phăl,2353,2,1,"thoughtful, helpful; to invite"
phăt,2354,43,1,stuffed when eating
phe,2355,14,1,husked rice
phei,2356,17,1,otter
phep,2357,9,1,polite permission
phĕt,2358,14,1,"feast, festival"
phễ,2359,28,1,to describe something breaking
phi phu,2360,44,1,noise of blowing on fire
phiang,2361,34,1,to describe the way someone jumps on to something
phiỡl,2362,35,1,light in weight
phĭ,2363,46,1,to be satisfied full when eating
phong,2364,12,1,"""why do you keep on doing it?"""
phŏ,2365,0,1,"sometimes, if, when "
phŏ phŏ,2366,0,1,sometimes
phŏn,2367,2,1,told you so
phỗt-phông,2368,35,1,high in the sky
phơu,2369,27,1,to indicate many children talking and yelling
phỡk,2370,39,1,mold
phỡt,2371,44,1,to describe noise or way something breaks
"phu, 'bâu phu",2372,48,1,"pleasant smell, fragrant"
phu,2373,35,1,results of wind blowing
phuch,2374,29,1,to be startled from almost falling
phuŏng,2375,9,1,to be able to think well keen
"phuơ, phuơ-phua-ma",2376,44,1,noise and manner of something being poured out
phur,2377,23,1,"to roast bananas, tubers in fire"
phŭch,2378,28,1,to almost hit the target barely miss
phŭi,2379,23,1,of cooked sweet potato to be very dry
phŭk,2380,44,1,to describe the sound of something with shell breaking
phŭr,2381,45,1,to describe a bird flying off suddenly when disturbed
pial,2382,46,1,"to eat slowly, eat a little"
piang,2383,35,1,hair all over the place unruly hair
piêt,2384,26,1,facial expression indicating unbelief
pih,2385,24,1,to wash clothes
pik,2386,24,1,to apply paint medicine
piưch,2387,23,1,to describe the way one eats soft food such as raisins
pĭk,2388,34,1,to describe the way someone stumbles and falls
pla,2389,19,1,the flame of a fire
plah,2390,22,1,to separate man from wife or not let a couple marry
plaih,2391,33,1,a measurement from tip of of one arm to tip of of other arm
plang,2392,22,1,to give politely; to invite someone to marry your daughter
plă,2393,1,1,"but, instead"
pleh,2394,47,1,to free as from a trap
plei,2395,14,1,fruit
plek,2396,8,1,to open up eye to look in
plep,2397,45,1,of an elephant to roar
plĕch,2398,2,1,to deceive
plĕl,2399,34,1,to twist the of someone else
plĕn,2400,42,1,of domestic animals to not be able to produce offspring
plĕnh,2401,7,1,"sky, heavens"
plên,2402,30,1,"of pigs to be large, full grown"
"plên, pă plên",2403,20,1,"should, at least"
plêr-plar,2404,31,1,"to shine brightly, light, fire, sun"
plễ,2405,44,1,sound and manner of something like mud hitting a surface
plih,2406,10,1,"to change, move"
"plim, măt plim",2407,35,1,night-blindness
"pling, măt pling",2408,17,1,"crosseyed, cockeyed"
"pliơng, măt pliơng",2409,17,1,"crosseyed, cockeyed"
plĭnh plĭnh,2410,36,1,to be very slippery; to do something strange
ploi,2411,10,1,to pass get ahead of
plok,2412,13,1,"to jump over in copying, weaving"
plŏ,2413,43,1,"to skin animal, peel fruit"
plŏk,2414,28,1,description of a person descending ladder quickly
plŏng,2415,28,1,to jump
plôl,2416,11,1,to be farther than
plơih,2417,1,1,to open
plơm,2418,15,1,smaller sized leech that lives on land
plơm plok,2419,25,1,type of leech that crawls along inside skin
plỡ,2420,10,1,to turn over upside down to deceive betray
plỡng,2421,4,1,"different, new"
plỡp,2422,1,1,plop
pluơh,2423,18,1,to break off easily come out easily
plui,2424,8,1,gourd
pluơk,2425,29,1,to describe person coming out of house walking slowly
plŭk,2426,44,1,"the sound of jumping, to appear suddenly"
plŭn,2427,5,1,tadpole
plŭng,2428,25,1,"canoe, small boat"
plŭt,2429,34,1,to indicate the quick action of someone going out of somewhere or going in
plữ,2430,25,1,skin hanging loose from wound
poch,2431,32,1,one type of climbing (not main verb for climb)
poh,2432,18,1,to peel off
poh yă,2433,35,1,waves (in sea)
"pok, tep pok",2434,31,1,to sleep late
pong,2435,12,1,to not be angry at
por,2436,23,1,cooked rice
pôh,2437,43,1,of deer to bark
pôi,2438,21,1,stack of weeds
"pôih, plei pôih",2439,21,1,calf of leg
pôk,2440,13,1,to hold on lap to carry or hold in front of body
pôm,2441,4,1,classifier which goes with one only (not for plural)
pông,2442,24,1,"to rise up as dough, rice, ball being inflated "
pỗ,2443,9,1,close friend with special contract or pact also used in addressing father-in-law and mother-in-law of one son or daughter
pỗt,2444,5,1,a blue bird with call like its name
pơang,2445,2,1,"to praise, make known"
pơang akâu kơdih,2446,2,1,to boast
pơbĭt,2447,12,1,"to be persistent in asking for, to refuse to admit guilt"
pơblŏng-pơblônh-mônh,2448,35,1,fire far away and small
"pơblông, bơblông",2449,19,1,large fire
pơblông-pơblang,2450,19,1,large fire (intensive form)
"pơblŭk, bơblŭk",2451,49,1,bubbling noise of one drowning
bơblŭk-bơblăk,2452,14,1,intensive of bơblŭk
pơbrŏng,2453,15,1,pickled eggplant
"pơbruch, bơbruch",2454,11,1,to come out one after another
pơbrŭng,2455,5,1,"very many insects, birds"
pơbrŭng-pơbrăng,2456,19,1,intensive form pobrŭng
"pơ'beh, pơma pơ'beh",2457,27,1,to whisper
pơ'bŏu,2458,42,1,to look for by smelling as dog after prey
pơ'brơh,2459,27,1,to be impolite mean obnoxious
pơchah,2460,25,1,of glass and similar material to break
pơchă,2461,27,1,to make one person angry at another by saying the other person said bad things about him
pơcher,2462,2,1,to crowd in persistently
pơchĕ,2463,2,1,"to lie, fool"
pơchê,2464,12,1,to belittle insult
pơchoh,2465,24,1,to take lid off
"pơchơt, bơngai pơchơt",2466,27,1,"a person who makes people laugh, have fun"
pơda,2467,7,1,rainbow
pơda 'năr,2468,3,1,sundog
pơdach,2469,0,1,continually
pơdanh,2470,1,1,not be able to finish
pơdăr,2471,13,1,to make to go around as wheel
pơdi,2472,10,1,"to do although it is not helpful, doesn't make too much sense"
pơdong,2473,10,1,to not bury immediately
pơdor,2474,0,1,continually
pơdŏ,2475,11,1,to get in order
pơdơh,2476,10,1,"to rest, stop work"
pơdỡm,2477,42,1,"to catch animals, trap animals"
pơdỡng,2478,12,1,"to make inanimate, stand up"
pơdrĕo,2479,11,1,to give back
pơdro,2480,47,1,to trade buy and sell
pơdrŏng,2481,4,1,rich
pơdrỡng,2482,20,1,to ask
pơdŭ,2483,13,1,"to carry, move things"
pơdŭk,2484,43,1,stomach (organ where food first enters body)
pơdŭng,2485,13,1,to pull against each other or against something
pơđam,2486,11,1,to aim
pơđang,2487,12,1,"to be up, lie with face up"
pơđă,2488,7,1,to guess
pơđăm,2489,4,1,five
pơđăng,2490,24,1,to heat for a long time
pơđăp,2491,22,1,"to meet, discuss plan to do something"
pơđe,2492,40,1,to describe an egg which does not produce a chick but rots
pơđep,2493,22,1,to make to obey
pơđĕch,2494,10,1,to do quickly
pơđik,2495,13,1,to do with all one force
pơđĭ,2496,11,1,"to finish off all of something; all, completely"
pơđĭch,2497,47,1,to enslave
"pơđoh, pơđôh",2498,24,1,to explode
pơđŏu,2499,2,1,to meet and discuss
pơđông,2500,24,1,to make to float in water or air
pơđơu-pơđao-mao,2501,49,1,noise of many people talking
pơđỡk,2502,12,1,to speak poetically
pơđỡm,2503,30,1,a small fresh water fish
pơep,2504,22,1,to make to obey subjugate
pơgang,2505,14,1,"medicine, potions (including magic potions) "
pơgar,2506,6,1,garden
pơgăl,2507,12,1,"to offend, to delay someone, interrupt"
pơgăn,2508,28,1,to prevent from moving
pơma pơgăn,2509,10,1,to interrupt
pơgê,2510,31,1,morning
pơgiĕk,2511,22,1,to hurry up someone
pơgiỡ,2512,12,1,to give things to a dead person
pơgiỡng,2513,37,1,to make
pơgiỡng chư,2514,8,1,to spell
pơgir,2515,22,1,to keep on trying to get someone to do something
pơglang,2516,33,1,of sticks to cross each other
long pơglang,2517,17,1,a cross
pơgling,2518,12,1,to not give attention when called
pơglŏng,2519,12,1,to stare at
pơgŏ,2520,11,1,to compel
"pơgŏu, pơgâu",2521,18,1,stand to set pots on over fire
pơgỡ,2522,22,1,to want something and yet not take it when given
pơgỡm,2523,5,1,to cheat
pơgỡr,2524,11,1,to rule govern
pơgỡt,2525,22,1,to control oneself
pơgră,2526,6,1,intensifier
pơgre,2527,2,1,to argue continually
pơgrong,2528,0,1,continually
pơgrôi,2529,41,1,to keep on sleeping even though you know you should be up
pơh,2530,4,1,shortened form of word for seven
pơhiar,2531,18,1,to smooth out something led to open wide
Pơhlăng,2532,4,1,"French, France"
